time,src_ip,useragent,connection,http_method,request_scheme,http_status,dest_host,url,url_path,mimetype,content_type,url_query,cookies,data,referrer,authorisation,duration,request_id,user,dest_port,content_md5
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:29:00.226202+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:5001/products,/products,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9PyqQ.XsIo8peIzHt844w9wCpjML-hW7I')])",b'',http://127.0.0.1:5001/home,,0.015006304,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:29:12.480212+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,POST,http,302,127.0.0.1,http://127.0.0.1:5001/insert,/insert,application/x-www-form-urlencoded,application/x-www-form-urlencoded,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9PyrA.Uv2LvVcbYKQV9EPlPNpYNq3ZGDo')])",b'',http://127.0.0.1:5001/products,,0.004995346,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:29:12.489555+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:5001/products,/products,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxtzr1qAzEQBOBXUbY-jvNPzOHKOBAMdpHUwYg97Vq3iU4yp1UgGL971ARSuJpmPmZuYC8B88gZth83MFoDJs4ZPUMDb3Oi4tS8jLNkTd-iyRyE8BPV5OJcLV5KCD8GiZie4Hw_N2B9Sj6wxaJjkMHGFB1b2ALJZvl1HN77bvPcHQ_711PY1xF75XnCyLGO61y4AZ5QQgWLfrnou_Vql5XarCyt6NCia4WqC8l7Jivxj0Wc-J969Bruv0sgUQ8.X9PyuA.Vd19MtR1euKifbNAaLRQbNgEQ-E')])",b'',http://127.0.0.1:5001/products,,0.002999306,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:29:51.771788+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:5001/products,/products,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9PyuA.ecgOK858yaDxaeVuGQU1uf5TBWk')])",b'',http://127.0.0.1:5001/products,,0.00598979,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:29:53.493536+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:5001/product/1/details,/product/1/details,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9Py3w.j51YJHauiH42AqRnHVH-1mR3wBk')])",b'',http://127.0.0.1:5001/products,,0.004052639,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:29:58.595242+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,POST,http,302,127.0.0.1,http://127.0.0.1:5001/product/%7B%7Brow.0%7D%7D/details/update,/product/{{row.0}}/details/update,application/x-www-form-urlencoded,application/x-www-form-urlencoded,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9Py4Q.q2BSuUpu7yma96dZhPWGTTmN8Lk')])",b'',http://127.0.0.1:5001/product/1/details,,0.005001307,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:29:58.605660+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:5001/product/1/details,/product/1/details,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNzTFrwzAQhuG_ot7sGsdtXZMpuBAC6ZBuhRLEWbrI18hSsE4tJeS_V0uh07d8D-8V9MljmijB-uMKSsrATCmhI6jgsESbjahhid9BHTBIUu_37XOnUjam3E7Z-x-VLxaF7B0cb8cKtIvRedKYZfI86hCDIQ1rsNy15_341jfdU7PfDdtXP5SIvtAyY6BQ4rJkqoBmZF_Aqm9XffP4sEli6yTENctYo6nZFuejc2Q1hz8WcKZ_Sr1MCyeJXyxR7djiJwrcfgF-3VAD.X9Py5g.8ryZZ2SiHTQpOZN7iRgsRE4LALU')])",b'',http://127.0.0.1:5001/product/1/details,,0.00302577,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:30:01.666099+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:5001/products,/products,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9Py5g.jPjmuZyncGkdCIaczxO9a5ggf5Q')])",b'',http://127.0.0.1:5001/product/1/details,,0.004996777,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:31:17.574126+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:5001/profile,/profile,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9Py6Q.YdQm95tGuFrq3AGkgdBY9nWkML4')])",b'',http://127.0.0.1:5001/products,,0,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:31:17.663109+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,200,127.0.0.1,http://127.0.0.1:5001/static/grass.png,/static/grass.png,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9PzNQ.p80nX6b3ZwBjvU7e8r9aOP7_CSM')])",b'',http://127.0.0.1:5001/profile,,0.002035618,,,5001,
,,,,,,,,,,,,,,,,,,,,,
2020-12-12T05:31:19.945733+07:00,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",keep-alive,GET,http,302,127.0.0.1,http://127.0.0.1:5001/logout,/logout,,,b'',"ImmutableMultiDict([('session', '.eJxlUEFugzAQ_ErlcxJDCCA4FZFKqUJpD0kqcbGMMeDU2MTYRGmUv9eobXronnZndrQ7cwWokbLhFGGjW85KJKQgFIEY1CeveMpXJvOWQmyNd0mdLZgB1FPVYUGFBrFWhs5Ar2TNOAXxFdAOM261pFVs0HJk-rGZoAWRndXWuGP8ggTu7DbYsAofsbZ4w0YqfuH0rpWWYpWFXGcZrtwo9B3H9aMoWoW-51qSS4Knw4AKO_3XP_yd6BnRRk18q3U_xBDyNlh8ezcDVUQKbT1Nj8J5l_kfpXMsw3APk3s93_t1MsDkpTCG8Ow1XeeHpDgvz_lGvu_UZ7Kv81Owe0vgEAVzAvtWark49o39YqSK1YxW6CeoKcDb7QvU84Dh.X9Jxpw.MLbIruGkID9lPXZkfnzcAd8C4MI'), ('google-login-session', '.eJxNy8EKgkAQANBfkTnLolayeAqDEOzSFyyjO6yT626sY5fo3_MS9O7vDcbF6DwZ3GTyPJgQw0gGGrBcV3M_3HVRn4q-a68330IO5klpwUBBoJG0UQ60IPs9lLoqdXE8nFexahVixTIoHBXb_fnoHFnD4dcCLvS3ssuUeJX4YolZxxYfKPD5ApJbNCE.X9PzNQ.p80nX6b3ZwBjvU7e8r9aOP7_CSM')])",b'',http://127.0.0.1:5001/profile,,0.000998735,,,5001,
,,,,,,,,,,,,,,,,,,,,,
